"Abington","","Undoable","G:14920","09/27/2013","29.50"
"Acton","","Undoable","G:14921","09/27/2013","1643.84"
"Acushnet","","Undoable","G:14922","09/27/2013","1868.48"
"Adams","","Undoable","G:14923","09/27/2013","2273.52"
"Agawam","","Undoable","G:14924","09/27/2013","2341.57"
"Alford","","Undoable","G:14925","09/27/2013","2966.15"
"Amesbury","","Undoable","G:14926","09/27/2013","2309.16"
"Amherst","","Undoable","G:14927","09/27/2013","839.69"
"Andover","","Undoable","G:14928","09/27/2013","1500.67"
"Aquinnah","","Undoable","G:14929","09/27/2013","941.59"
"Arlington","","Undoable","G:14930","09/27/2013","1174.76"
"Ashburnham","","Undoable","G:14931","09/27/2013","30.81"
"Ashby","","Undoable","G:14932","09/27/2013","1644.13"
"Ashfield","","Undoable","G:14933","09/27/2013","1867.75"
"Ashland","","Undoable","G:14934","09/27/2013","2099.68"
"Athol","","Undoable","G:14935","09/27/2013","2339.46"
"Attleboro","","Undoable","G:14936","09/27/2013","2575.91"
"Auburn","","Undoable","G:14937","09/27/2013","261.21"
"Avon","","Undoable","G:14938","09/27/2013","15.28"
"Ayer","","Undoable","G:14939","09/27/2013","16.29"
"Barnstable","","Undoable","G:14940","09/27/2013","954.51"
"Barre","","Undoable","G:14941","09/27/2013","1158.24"
"Becket","","Undoable","G:14942","09/27/2013","13.90"
"Bedford","","Undoable","G:14943","09/27/2013","1649.02"
"Belchertown","","Undoable","G:14944","09/27/2013","1861.71"
"Bellingham","","Undoable","G:14945","09/27/2013","2111.92"
"Belmont","","Undoable","G:14946","09/27/2013","2387.17"
"Berkley","","Undoable","G:14947","09/27/2013","2584.39"
"Berlin","","Undoable","G:14948","09/27/2013","262.37"
"Bernardston","","Undoable","G:14949","09/27/2013","483.75"
"Beverly","","Undoable","G:14950","09/27/2013","20.75"
"Billerica","","Undoable","G:14951","09/27/2013","946.41"
"Blackstone","","Undoable","G:14952","09/27/2013","1176.38"
"Blandford","","Undoable","G:14953","09/27/2013","18.67"
"Bolton","","Undoable","G:14954","09/27/2013","1650.43"
"Boston","","Undoable","G:14955","09/27/2013","1878.30"
"Bourne","","Undoable","G:14956","09/27/2013","2117.73"
"Boxborough","","Undoable","G:14957","09/27/2013","2345.09"
"Boxford","","Undoable","G:14958","09/27/2013","2579.65"
"Boylston","","Undoable","G:14959","09/27/2013","262.99"
"Braintree","","Undoable","G:14960","09/27/2013","485.86"
"Brewster","","Undoable","G:14961","09/27/2013","19.04"
"Bridgewater","","Undoable","G:14962","09/27/2013","941.20"
"Brimfield","","Undoable","G:14963","09/27/2013","24.68"
"Brockton","","Undoable","G:14964","09/27/2013","28.41"
"Brookfield","","Undoable","G:14965","09/27/2013","1640.31"
"Brookline","","Undoable","G:14966","09/27/2013","1856.50"
"Buckland","","Undoable","G:14967","09/27/2013","2097.34"
"Burlington","","Undoable","G:14968","09/27/2013","2336.18"
"Cambridge","","Undoable","G:14969","09/27/2013","2576.36"
"Canton","","Undoable","G:14970","09/27/2013","261.65"
"Carlisle","","Undoable","G:14971","09/27/2013","485.29"
"Carver","","Undoable","G:14972","09/27/2013","18.75"
"Charlemont","","Undoable","G:14973","09/27/2013","941.12"
"Charlton","","Undoable","G:14974","09/27/2013","25.24"
"Chatham","","Undoable","G:14975","09/27/2013","31.75"
"Chelmsford","","Undoable","G:14976","09/27/2013","29.57"
"Chelsea","","Undoable","G:14977","09/27/2013","17.58"
"Cheshire","","Undoable","G:14978","09/27/2013","11.55"
"Chester","","Undoable","G:14979","09/27/2013","12.22"
"Chesterfield","","Undoable","G:14980","09/27/2013","6.69"
"Chicopee","","Undoable","G:14981","09/27/2013","76.32"
"Chilmark","","Undoable","G:14982","09/27/2013","15.28"
"Clarksburg","","Undoable","G:14983","09/27/2013","18.56"
"Clinton","","Undoable","G:14984","09/27/2013","20.38"
"Cohasset","","Undoable","G:14985","09/27/2013","24.83"
"Colrain","","Undoable","G:14986","09/27/2013","30.61"
"Concord","","Undoable","G:14987","09/27/2013","29.45"
"Conway","","Undoable","G:14988","09/27/2013","17.59"
"Cummington","","Undoable","G:14989","09/27/2013","11.75"
"Dalton","","Undoable","G:14990","09/27/2013","11.01"
"Danvers","","Undoable","G:14991","09/27/2013","5.91"
"Dartmouth","","Undoable","G:14992","09/27/2013","28.92"
"Dedham","","Undoable","G:14993","09/27/2013","12.32"
"Deerfield","","Undoable","G:14994","09/27/2013","15.42"
"Dennis","","Undoable","G:14995","09/27/2013","21.16"
"Dighton","","Undoable","G:14996","09/27/2013","24.69"
"Douglas","","Undoable","G:14997","09/27/2013","31.18"
"Dover","","Undoable","G:14998","09/27/2013","29.88"
"Dracut","","Undoable","G:14999","09/27/2013","17.83"
"Dudley","","Undoable","G:15000","09/27/2013","16.61"
"Dunstable","","Undoable","G:15001","09/27/2013","19.99"
"Duxbury","","Undoable","G:15002","09/27/2013","11.63"
"East.Bridgewater","*","Undoable","G:15003","09/27/2013","19.40"
"East.Brookfield","*","Undoable","G:15004","09/27/2013","18.39"
"East.Longmeadow","*","Undoable","G:15005","09/27/2013","5.54"
"Eastham","","Undoable","G:15006","09/27/2013","32.53"
"Easthampton","","Undoable","G:15007","09/27/2013","16.24"
"Easton","","Undoable","G:15008","09/27/2013","51.99"
"Edgartown","","Undoable","G:15009","09/27/2013","48.76"
"Egremont","","Undoable","G:15010","09/27/2013","16.05"
"Erving","","Undoable","G:15011","09/27/2013","9.91"
"Essex","","Undoable","G:15012","09/27/2013","22.46"
"Everett","","Undoable","G:15013","09/27/2013","11.14"
"Fairhaven","","Undoable","G:15014","09/27/2013","23.54"
"Fall River","","Undoable","G:15015","09/27/2013","32.13"
"Falmouth","","Undoable","G:15016","09/27/2013","141.91"
"Fitchburg","","Undoable","G:15017","09/27/2013","32.89"
"Florida","","Undoable","G:15018","09/27/2013","22.15"
"Foxborough","","Undoable","G:15019","09/27/2013","48.07"
"Framingham","","Undoable","G:15020","09/27/2013","31.31"
"Franklin","","Undoable","G:15021","09/27/2013","18.60"
"Freetown","","Undoable","G:15022","09/27/2013","12.63"
"Gardner","","Undoable","G:15023","09/27/2013","12.55"
"Georgetown","","Undoable","G:15024","09/27/2013","6.48"
"Gill","","Undoable","G:15025","09/27/2013","13.88"
"Gloucester","","Undoable","G:15026","09/27/2013","14.84"
"Goshen","","Undoable","G:15027","09/27/2013","18.49"
"Gosnold","","Undoable","G:15028","09/27/2013","19.46"
"Grafton","","Undoable","G:15029","09/27/2013","25.01"
"Granby","","Undoable","G:15030","09/27/2013","31.51"
"Granville","","Undoable","G:15031","09/27/2013","29.09"
"Great Barrington","","Undoable","G:15032","09/27/2013","17.00"
"Greenfield","","Undoable","G:15033","09/27/2013","11.12"
"Groton","","Undoable","G:15034","09/27/2013","11.97"
"Groveland","","Undoable","G:15035","09/27/2013","6.44"
"Hadley","","Undoable","G:15036","09/27/2013","11.25"
"Halifax","","Undoable","G:15037","09/27/2013","13.04"
"Hamilton","","Undoable","G:15038","09/27/2013","18.25"
"Hampden","","Undoable","G:15039","09/27/2013","18.38"
"Hancock","","Undoable","G:15040","09/27/2013","21.08"
"Hanover","","Undoable","G:15041","09/27/2013","20.85"
"Hanson","","Undoable","G:15042","09/27/2013","17.58"
"Hardwick","","Undoable","G:15043","09/27/2013","15.76"
"Harvard","","Undoable","G:15044","09/27/2013","9.04"
"Harwich","","Undoable","G:15045","09/27/2013","11.83"
