"TomH","1/1/2013 - 1/31/2013","200:36:00","33:24:00","234:00:00","4:00:36","229:59:24","58.354115","56:24:00","15:24:00","71:48:00","1:00:36","70:47:24","71.089109","257:00:00","48:48:00","305:48:00","5:00:36","300:47:24","61.037924","26764.08","2962.26","29726.34","90.01","29636.33","330.255972","6635.47","1670.05","8305.52","10.01","8295.51","829.722278","33399.55","4632.31","38031.86","100.01","37931.85","380.280572","26764.08","2962.26","29726.34","50.01","29676.33","594.407918","0.00","0.00","0.00","13.01","(13.01)","0.000000","0.00","0.00","0.00","2.01","(2.01)","0.000000","0.00","0.00","0.00","15.01","(15.01)","0.000000","0.00","0.00","0.00","20.01","(20.01)","0.000000"
"TomH","2/1/2013 - 2/28/2013","173:00:00","46:24:00","219:24:00","4:01:12","215:22:48","54.577114","56:24:00","15:24:00","71:48:00","1:01:12","70:46:48","70.392157","229:24:00","61:48:00","291:12:00","5:01:12","286:10:48","58.007968","22325.55","4133.08","26458.63","90.02","26368.61","293.919462","6463.38","909.00","7372.38","10.02","7362.36","735.766467","28788.93","5042.08","33831.01","100.02","33730.99","338.242452","22325.55","4133.08","26458.63","50.02","26408.61","528.961016","0.00","0.00","0.00","13.02","(13.02)","0.000000","0.00","0.00","0.00","2.02","(2.02)","0.000000","0.00","0.00","0.00","15.02","(15.02)","0.000000","0.00","0.00","0.00","20.02","(20.02)","0.000000"
"TomH","3/1/2013 - 3/31/2013","167:48:00","52:48:00","220:36:00","4:01:48","216:34:12","54.739454","66:36:00","5:12:00","71:48:00","1:01:48","70:46:12","69.708738","234:24:00","58:00:00","292:24:00","5:01:48","287:22:12","58.131213","19213.20","8152.10","27365.30","90.03","27275.27","303.957570","7142.25","525.67","7667.92","10.03","7657.89","764.498504","26355.45","8677.77","35033.22","100.03","34933.19","350.227132","19213.20","8152.10","27365.30","50.03","27315.27","546.977813","3624.28","0.00","3624.28","13.03","3611.25","278.148887","0.00","0.00","0.00","2.03","(2.03)","0.000000","3624.28","0.00","3624.28","15.03","3609.25","241.136394","3805.50","0.00","3805.50","20.03","3785.47","189.990015"
"TomH","4/1/2013 - 4/30/2013","0:00:00","0:00:00","0:00:00","4:02:24","-4:02:24","0.000000","10:12:00","0:00:00","10:12:00","1:02:24","9:09:36","9.807692","10:12:00","0:00:00","10:12:00","5:02:24","5:09:36","2.023810","0.00","0.00","0.00","90.04","(90.04)","0.000000","1031.22","0.00","1031.22","10.04","1021.18","102.711155","1031.22","0.00","1031.22","100.04","931.18","10.308077","0.00","0.00","0.00","50.04","(50.04)","0.000000","42630.80","10618.68","53249.48","13.04","53236.44","-211.418216","7584.68","1896.17","9480.85","2.04","9478.81","352.508194","50215.48","12514.85","62730.33","15.04","62715.29","-124.067695","44762.38","11149.62","55912.00","20.04","55891.96","-1504.947336"
"TomH","5/1/2013 - 5/31/2013","0:00:00","0:00:00","0:00:00","4:03:00","-4:03:00","0.000000","10:12:00","0:00:00","10:12:00","1:03:00","9:09:00","9.714286","10:12:00","0:00:00","10:12:00","5:03:00","5:09:00","2.019802","0.00","0.00","0.00","90.05","(90.05)","0.000000","1031.22","0.00","1031.22","10.05","1021.17","102.608955","1031.22","0.00","1031.22","100.05","931.17","10.307046","0.00","0.00","0.00","50.05","(50.05)","0.000000","40942.69","11252.08","52194.77","13.05","52181.72","-295.368062","8212.09","1896.17","10108.26","2.05","10106.21","635.891241","49154.78","13148.25","62303.03","15.05","62287.98","-155.231083","42989.86","11814.69","54804.55","20.05","54784.50","-1561.573281"
"TomH","6/1/2013 - 6/30/2013","40:24:00","0:00:00","40:24:00","4:03:36","36:20:24","9.950739","20:24:00","5:12:00","25:36:00","1:03:36","24:32:24","24.150943","60:48:00","5:12:00","66:00:00","5:03:36","60:56:24","13.043478","6104.58","0.00","6104.58","90.06","6014.52","67.783478","3674.65","1648.45","5323.10","10.06","5313.04","529.135189","9779.23","1648.45","11427.68","100.06","11327.62","114.208275","6104.58","0.00","6104.58","50.06","6054.52","121.945266","34593.77","9960.26","44554.03","13.06","44540.97","-883.479547","6950.30","634.38","7584.68","2.06","7582.62","-613.083801","41544.07","10594.64","52138.71","15.06","52123.65","-832.901559","36323.49","10458.28","46781.77","20.06","46761.71","-1962.875073"
"TomH","7/1/2013 - 7/31/2013","189:36:00","52:48:00","242:24:00","4:04:12","238:19:48","59.557740","61:36:00","10:12:00","71:48:00","1:04:12","70:43:48","67.102804","251:12:00","63:00:00","314:12:00","5:04:12","309:07:48","61.972387","25502.32","7070.95","32573.27","90.07","32483.20","361.643944","8389.63","2917.81","11307.44","10.07","11297.37","1122.883813","33891.95","9988.76","43880.71","100.07","43780.64","438.500150","25502.32","7070.95","32573.27","50.07","32523.20","650.554624","0.00","0.00","0.00","13.07","(13.07)","0.000000","1261.79","0.00","1261.79","2.07","1259.72","609.560386","1261.79","0.00","1261.79","15.07","1246.72","83.728600","0.00","0.00","0.00","20.07","(20.07)","0.000000"
"TomH","8/1/2013 - 8/31/2013","171:36:00","61:12:00","232:48:00","4:04:48","228:43:12","57.058824","56:24:00","41:00:00","97:24:00","1:04:48","96:19:12","90.185185","228:00:00","102:12:00","330:12:00","5:04:48","325:07:12","65.000000","21013.13","9072.84","30085.97","90.08","29995.89","333.991674","5764.85","4279.57","10044.42","10.08","10034.34","996.470238","26777.98","13352.41","40130.39","100.08","40030.31","400.983114","21013.13","9072.84","30085.97","50.08","30035.89","600.758187","0.00","0.00","0.00","13.08","(13.08)","0.000000","1261.79","1261.79","2523.58","2.08","2521.50","1213.259615","1261.79","1261.79","2523.58","15.08","2508.50","167.346154","0.00","0.00","0.00","20.08","(20.08)","0.000000"
"TomH","9/1/2013 - 9/30/2013","0:00:00","158:24:00","158:24:00","4:05:24","154:18:36","38.728606","0:00:00","46:12:00","46:12:00","1:05:24","45:06:36","42.385321","0:00:00","204:36:00","204:36:00","5:05:24","199:30:36","40.196464","0.00","21134.37","21134.37","90.09","21044.28","234.591742","0.00","5935.00","5935.00","10.09","5924.91","588.206145","0.00","27069.37","27069.37","100.09","26969.28","270.450295","0.00","21134.37","21134.37","50.09","21084.28","421.927930","0.00","16120.13","16120.13","13.09","16107.04","1231.484339","0.00","2530.55","2530.55","2.09","2528.46","1210.789474","0.00","18650.68","18650.68","15.09","18635.59","1235.962889","0.00","16926.14","16926.14","20.09","16906.05","842.515679"
"TomH","10/1/2013 - 10/31/2013","0:00:00","0:00:00","0:00:00","4:06:00","-4:06:00","0.000000","0:00:00","0:00:00","0:00:00","1:06:00","-1:06:00","0.000000","0:00:00","0:00:00","0:00:00","5:06:00","-5:06:00","0.000000","0.00","0.00","0.00","90.10","(90.10)","0.000000","0.00","0.00","0.00","10.10","(10.10)","0.000000","0.00","0.00","0.00","100.10","(100.10)","0.000000","0.00","0.00","0.00","50.10","(50.10)","0.000000","0.00","55599.95","55599.95","13.10","55586.85","-50.696304","0.00","8846.47","8846.47","2.10","8844.37","-82.362534","0.00","64446.42","64446.42","15.10","64431.32","-26.992462","0.00","58380.00","58380.00","20.10","58359.90","-1390.489684"
"TomH","11/1/2013 - 11/30/2013","0:00:00","0:00:00","0:00:00","4:06:36","-4:06:36","0.000000","0:00:00","0:00:00","0:00:00","1:06:36","-1:06:36","0.000000","0:00:00","0:00:00","0:00:00","5:06:36","-5:06:36","0.000000","0.00","0.00","0.00","90.11","(90.11)","0.000000","0.00","0.00","0.00","10.11","(10.11)","0.000000","0.00","0.00","0.00","100.11","(100.11)","0.000000","0.00","0.00","0.00","50.11","(50.11)","0.000000","0.00","52813.20","52813.20","13.11","52800.09","-266.500477","0.00","8219.06","8219.06","2.11","8216.95","-399.678196","0.00","61032.26","61032.26","15.11","61017.15","-255.770737","0.00","55453.90","55453.90","20.11","55433.79","-1537.438703"
"TomH","12/1/2013 - 12/31/2013","0:00:00","0:00:00","0:00:00","4:07:12","-4:07:12","0.000000","0:00:00","0:00:00","0:00:00","1:07:12","-1:07:12","0.000000","0:00:00","0:00:00","0:00:00","5:07:12","-5:07:12","0.000000","0.00","0.00","0.00","90.12","(90.12)","0.000000","0.00","0.00","0.00","10.12","(10.12)","0.000000","0.00","0.00","0.00","100.12","(100.12)","0.000000","0.00","0.00","0.00","50.12","(50.12)","0.000000","0.00","28665.00","28665.00","13.12","28651.88","-2110.134979","0.00","5054.13","5054.13","2.12","5052.01","-1910.943711","0.00","33719.13","33719.13","15.12","33704.01","-2064.866106","0.00","30098.28","30098.28","20.12","30078.16","1495.938370"
