"Abington","","Undoable","G:14221","07/27/2013","26.35"
"Acton","","Undoable","G:14222","07/27/2013","25.71"
"Acushnet","","Undoable","G:14223","07/27/2013","15.00"
"Adams","","Undoable","G:14224","07/27/2013","185.12"
"Agawam","","Undoable","G:14225","07/27/2013","9.97"
"Alford","","Undoable","G:14226","07/27/2013","392.50"
"Amesbury","","Undoable","G:14227","07/27/2013","2042.57"
"Amherst","","Undoable","G:14228","07/27/2013","365.08"
"Andover","","Undoable","G:14229","07/27/2013","1483.62"
"Aquinnah","","Undoable","G:14230","07/27/2013","17.85"
"Arlington","","Undoable","G:14231","07/27/2013","23.82"
"Ashburnham","","Undoable","G:14232","07/27/2013","26.92"
"Ashby","","Undoable","G:14233","07/27/2013","25.33"
"Ashfield","","Undoable","G:14234","07/27/2013","12.98"
"Ashland","","Undoable","G:14235","07/27/2013","11.52"
"Athol","","Undoable","G:14236","07/27/2013","6.57"
"Attleboro","","Undoable","G:14237","07/27/2013","6.06"
"Auburn","","Undoable","G:14238","07/27/2013","12.75"
"Avon","","Undoable","G:14239","07/27/2013","13.28"
"Ayer","","Undoable","G:14240","07/27/2013","15.67"
"Barnstable","","Undoable","G:14241","07/27/2013","26.37"
"Barre","","Undoable","G:14242","07/27/2013","38.32"
"Becket","","Undoable","G:14243","07/27/2013","437.34"
"Bedford","","Undoable","G:14244","07/27/2013","1628.63"
"Belchertown","","Undoable","G:14245","07/27/2013","11.11"
"Bellingham","","Undoable","G:14246","07/27/2013","2761.63"
"Belmont","","Undoable","G:14247","07/27/2013","391.96"
"Berkley","","Undoable","G:14248","07/27/2013","808.25"
"Berlin","","Undoable","G:14249","07/27/2013","460.97"
"Bernardston","","Undoable","G:14250","07/27/2013","558.74"
"Beverly","","Undoable","G:14251","07/27/2013","624.53"
"Billerica","","Undoable","G:14252","07/27/2013","21.39"
"Blandford","","Undoable","G:14254","07/27/2013","69.88"
"Bolton","","Undoable","G:14255","07/27/2013","1640.52"
"Boston","","Undoable","G:14256","07/27/2013","17.16"
"Bourne","","Undoable","G:14257","07/27/2013","3581.13"
"Boxborough","","Undoable","G:14258","07/27/2013","214.89"
"Boxford","","Undoable","G:14259","07/27/2013","501.12"
"Boylston","","Undoable","G:14260","07/27/2013","438.54"
"Braintree","","Undoable","G:14261","07/27/2013","694.80"
"Brewster","","Undoable","G:14262","07/27/2013","468.67"
"Bridgewater","","Undoable","G:14263","07/27/2013","18.01"
