"TomH","1/1/2013 - 1/31/2013","170:48:00","63:12:00","234:00:00","4:00:36","229:59:24","58.354115","46:12:00","35:48:00","82:00:00","1:00:36","80:59:24","81.188119","217:00:00","99:00:00","316:00:00","5:00:36","310:59:24","63.073852","21953.31","7773.03","29726.34","90.01","29636.33","330.255972","5512.45","3824.29","9336.74","10.01","9326.73","932.741259","27465.76","11597.32","39063.08","100.01","38963.07","390.591741","21953.31","7773.03","29726.34","50.01","29676.33","594.407918","0.00","0.00","0.00","13.01","(13.01)","0.000000","0.00","0.00","0.00","2.01","(2.01)","0.000000","0.00","0.00","0.00","15.01","(15.01)","0.000000","0.00","0.00","0.00","20.01","(20.01)","0.000000"
"TomH","2/1/2013 - 2/28/2013","0:00:00","219:24:00","219:24:00","4:01:12","215:22:48","54.577114","0:00:00","61:36:00","61:36:00","1:01:12","60:34:48","60.392157","0:00:00","281:00:00","281:00:00","5:01:12","275:58:48","55.976096","0.00","26458.63","26458.63","90.02","26368.61","293.919462","0.00","6341.16","6341.16","10.02","6331.14","632.850299","0.00","32799.79","32799.79","100.02","32699.77","327.932314","0.00","26458.63","26458.63","50.02","26408.61","528.961016","0.00","0.00","0.00","13.02","(13.02)","0.000000","0.00","0.00","0.00","2.02","(2.02)","0.000000","0.00","0.00","0.00","15.02","(15.02)","0.000000","0.00","0.00","0.00","20.02","(20.02)","0.000000"
"TomH","3/1/2013 - 3/31/2013","0:00:00","220:36:00","220:36:00","4:01:48","216:34:12","54.739454","0:00:00","61:36:00","61:36:00","1:01:48","60:34:12","59.805825","0:00:00","282:12:00","282:12:00","5:01:48","277:10:12","56.103380","0.00","27365.30","27365.30","90.03","27275.27","303.957570","0.00","6636.70","6636.70","10.03","6626.67","661.684945","0.00","34002.00","34002.00","100.03","33901.97","339.918025","0.00","27365.30","27365.30","50.03","27315.27","546.977813","0.00","3624.28","3624.28","13.03","3611.25","278.148887","0.00","1261.79","1261.79","2.03","1259.76","621.571429","0.00","4886.07","4886.07","15.03","4871.04","325.087824","0.00","3805.50","3805.50","20.03","3785.47","189.990015"
"TomH","4/1/2013 - 4/30/2013","0:00:00","0:00:00","0:00:00","4:02:24","-4:02:24","0.000000","0:00:00","0:00:00","0:00:00","1:02:24","-1:02:24","0.000000","0:00:00","0:00:00","0:00:00","5:02:24","-5:02:24","0.000000","0.00","0.00","0.00","90.04","(90.04)","0.000000","0.00","0.00","0.00","10.04","(10.04)","0.000000","0.00","0.00","0.00","100.04","(100.04)","0.000000","0.00","0.00","0.00","50.04","(50.04)","0.000000","0.00","53249.48","53249.48","13.04","53236.44","-211.418216","0.00","8219.06","8219.06","2.04","8217.02","-266.016316","0.00","61468.54","61468.54","15.04","61453.50","-207.963307","0.00","55912.00","55912.00","20.04","55891.96","-1504.947336"
"TomH","5/1/2013 - 5/31/2013","0:00:00","0:00:00","0:00:00","4:03:00","-4:03:00","0.000000","0:00:00","0:00:00","0:00:00","1:03:00","-1:03:00","0.000000","0:00:00","0:00:00","0:00:00","5:03:00","-5:03:00","0.000000","0.00","0.00","0.00","90.05","(90.05)","0.000000","0.00","0.00","0.00","10.05","(10.05)","0.000000","0.00","0.00","0.00","100.05","(100.05)","0.000000","0.00","0.00","0.00","50.05","(50.05)","0.000000","0.00","52194.77","52194.77","13.05","52181.72","-295.368062","0.00","8846.47","8846.47","2.05","8844.42","20.383924","0.00","61041.24","61041.24","15.05","61026.19","-239.070950","0.00","54804.55","54804.55","20.05","54784.50","-1561.573281"
"TomH","6/1/2013 - 6/30/2013","0:00:00","40:24:00","40:24:00","4:03:36","36:20:24","9.950739","0:00:00","15:24:00","15:24:00","1:03:36","14:20:24","14.528302","0:00:00","55:48:00","55:48:00","5:03:36","50:44:24","11.027668","0.00","6104.58","6104.58","90.06","6014.52","67.783478","0.00","4291.88","4291.88","10.06","4281.82","426.628231","0.00","10396.46","10396.46","100.06","10296.40","103.902259","0.00","6104.58","6104.58","50.06","6054.52","121.945266","0.00","44554.03","44554.03","13.06","44540.97","-883.479547","0.00","6322.89","6322.89","2.06","6320.83","-1225.603218","0.00","50876.92","50876.92","15.06","50861.86","-916.685755","0.00","46781.77","46781.77","20.06","46761.71","-1962.875073"
"TomH","7/1/2013 - 7/31/2013","0:00:00","242:24:00","242:24:00","4:04:12","238:19:48","59.557740","0:00:00","61:36:00","61:36:00","1:04:12","60:31:48","57.570093","0:00:00","304:00:00","304:00:00","5:04:12","298:55:48","59.960552","0.00","32573.27","32573.27","90.07","32483.20","361.643944","0.00","10276.22","10276.22","10.07","10266.15","1020.478649","0.00","42849.49","42849.49","100.07","42749.42","428.195163","0.00","32573.27","32573.27","50.07","32523.20","650.554624","0.00","0.00","0.00","13.07","(13.07)","0.000000","0.00","0.00","0.00","2.07","(2.07)","0.000000","0.00","0.00","0.00","15.07","(15.07)","0.000000","0.00","0.00","0.00","20.07","(20.07)","0.000000"
"TomH","8/1/2013 - 8/31/2013","0:00:00","232:48:00","232:48:00","4:04:48","228:43:12","57.058824","0:00:00","77:00:00","77:00:00","1:04:48","75:55:12","71.296296","0:00:00","309:48:00","309:48:00","5:04:48","304:43:12","60.984252","0.00","30085.97","30085.97","90.08","29995.89","333.991674","0.00","7981.98","7981.98","10.08","7971.90","791.863095","0.00","38067.95","38067.95","100.08","37967.87","380.375200","0.00","30085.97","30085.97","50.08","30035.89","600.758187","0.00","0.00","0.00","13.08","(13.08)","0.000000","0.00","0.00","0.00","2.08","(2.08)","0.000000","0.00","0.00","0.00","15.08","(15.08)","0.000000","0.00","0.00","0.00","20.08","(20.08)","0.000000"
"TomH","9/1/2013 - 9/30/2013","0:00:00","158:24:00","158:24:00","4:05:24","154:18:36","38.728606","0:00:00","46:12:00","46:12:00","1:05:24","45:06:36","42.385321","0:00:00","204:36:00","204:36:00","5:05:24","199:30:36","40.196464","0.00","21134.37","21134.37","90.09","21044.28","234.591742","0.00","5935.00","5935.00","10.09","5924.91","588.206145","0.00","27069.37","27069.37","100.09","26969.28","270.450295","0.00","21134.37","21134.37","50.09","21084.28","421.927930","0.00","16120.13","16120.13","13.09","16107.04","1231.484339","0.00","2530.55","2530.55","2.09","2528.46","1210.789474","0.00","18650.68","18650.68","15.09","18635.59","1235.962889","0.00","16926.14","16926.14","20.09","16906.05","842.515679"
"TomH","10/1/2013 - 10/31/2013","0:00:00","0:00:00","0:00:00","4:06:00","-4:06:00","0.000000","0:00:00","0:00:00","0:00:00","1:06:00","-1:06:00","0.000000","0:00:00","0:00:00","0:00:00","5:06:00","-5:06:00","0.000000","0.00","0.00","0.00","90.10","(90.10)","0.000000","0.00","0.00","0.00","10.10","(10.10)","0.000000","0.00","0.00","0.00","100.10","(100.10)","0.000000","0.00","0.00","0.00","50.10","(50.10)","0.000000","0.00","55599.95","55599.95","13.10","55586.85","-50.696304","0.00","8846.47","8846.47","2.10","8844.37","-82.362534","0.00","64446.42","64446.42","15.10","64431.32","-26.992462","0.00","58380.00","58380.00","20.10","58359.90","-1390.489684"
